#a				
ng	1	2牛	3扭妞	4
h	1休	2	3	4
0	1友有	2由郵油柔揉尤憂優猶攸悠遊幽酉	3	4右佑柚釉鼬誘莠又幼
#im				
l	1檁	2林淋琳臨	3凜	4
z	1	2	3	4浸
c	1侵	2尋	3寢	4
s	1心芯	2	3沁	4囟
g	1今金	2	3錦	4禁
k	1襟欽妗	2禽擒琴	3	4撳
ng	1	2淫	3	4任
h	1鑫歆	2	3	4
0	1音陰蔭	2	3飲	4任賃
#ib				
l	5	6立		
z	5	6		
c	5	6		
s	5	6習集		
g	5急	6		
k	5吸級	6及		
ng	5	6入		
h	5熻	6		
0	5邑	6		
#in				
b	1兵賓濱殯鬢彬斌	2	3秉	4並併
p	1拼	2平評抨頻萍馮屏憑瓶	3品聘	4姘
m	1	2民眠抿岷明鳴	3	4命
f	1	2	3	4
d	1	2	3頂鼎	4
t	1廳	2亭婷停廷庭蜒	3挺	4定澱錠聽
n	1	2	3	4吝藺
l	1鱗	2粦憐鄰菱棱陵靈伶玲翎	3	4令
z	1津精睛蜻晶	2	3晉	4進
c	1親清	2情秦	3	4盡靜靖
s	1新薪辛鋅	2	3迅訊	4信性
g	1斤京鯨巾筋莖經脛根	2	3景磬警	4勁敬竟境兢
k	1輕卿氫	2	3	4慶磬罄
ng	1	2人	3	4認
h	1興	2形刑型	3釁興	4興
0	1英因茵姻殷嬰櫻纓鷹暈	2仁仍盈蠅螢瑩營	3引蚓孕穎	4印應
#id				
b	5筆碧必畢迫逼璧	6		
p	5匹辟僻聞避	6		
m	5	6		
f	5	6		
d	5的滴嫡	6滴		
t	5狄逖惕剔	6敵特迪		
n	5	6溺匿		
l	5	6勒力肋歷栗律		
z	5責積即鯽唧脊	6		
c	5七柒漆膝戚	6疾		
s	5昔惜息媳熄悉蟋析蜥晰	6席藉籍		
g	5吉桔擊激戟	6		
k	5亟極	6		
ng	5日	6		
h	5隙	6		
0	5一壹噎抑益憶	6亦逸翼譯液腋役殳疫		
#io				
z	1	2	3	4
c	1	2	3	4
s	1	2	3	4
g	1	2	3	4
k	1	2茄痂	3	4
ng	1	2	3	4
h	1靴	2	3	4
0	1喲	2	3	4
#ion				
z	1	2	3	4
c	1	2	3篡	4纂篆撰旋
ng	1軟	2	3阮	4
#iod				
z	5	6		
c	5	6		
ng	5	6		
#ioŋ				
b	1坊-	2	3	4放
p	1	2房	3	4
m	1	2	3網	4
d	1	2	3	4
l	1兩	2量良糧梁粱涼輛	3兩倆	4量亮諒晾
z	1將漿	2	3獎槳蔣	4將醬
c	1槍	2	3搶	4像-嗆
s	1相箱廂湘襄鑲	2祥詳牆薔	3想	4相象像
g	1僵薑韁疆姜羌	2	3強	4
k	1匡框眶筐腔	2強	3	4
ng	1	2娘	3仰	4釀讓-
h	1香鄉	2	3響晌享	4向
0	1養癢央秧	2羊洋揚楊陽瘍	3佯	4樣漾壤嚷讓
#iog				
b	5	6		
p	5縛	6		
m	5	6		
d	5	6		
l	5	6略掠		
z	5雀	6		
c	5	6		
s	5削	6		
g	5腳	6		
k	5卻	6		
ng	5虐	6		
h	5	6		
0	5約	6藥		
#iui				
0	1	2	3	4銳
#iun				
g	1軍君均鈞	2	3僅謹郡窘	4
k	1菌近-	2裙群勤瓊芹	3	4近
ng	1忍	2銀	3刃仞	4韌
0	1尹允	2雲耘芸勻	3永泳詠隱	4運韻閏潤
#iud				
g	5	6		
k	5曲屈倔掘	6		
ng	5	6		
0	5鬱	6		
#iuŋ				
l	1壟	2龍	3	4
z	1綜縱	2	3縱	4
c	1	2從松	3	4
s	1嵩	2	3	4頌誦訟
g	1弓躬穹宮恭供	2	3鞏拱龔	4供
k	1	2窮	3恐	4共
ng	1	2	3	4
h	1兄凶洶胸匈	2雄	3	4
0	1戎冗雍壅癰	2絨榮熊融咠茸容溶蓉鎔傭庸	3甬勇湧擁	4用
#iug				
l	5六陸	6綠錄陸		
z	5足	6		
c	5	6		
s	5宿肅粟寂	6俗續		
g	5角	6焗		
k	5曲粬菊掬鞠	6		
ng	5肉	6玉褥		
h	5畜蓄旭	6		
0	5育	6浴欲慾辱		
#oi				
b	1	2	3	4背
p	1坯	2賠	3	4背吠焙
m	1	2梅枚煤媒黴	3	4妹
f	1灰恢盔	2	3	4喂會
v	1喂偎煨	2	3	4
d	1堆磊	2	3䇏	4碓
t	1梯胎推	2臺枱苔抬	3	4代貸袋
l	1	2來萊	3耒誄	4
z	1脧	2	3	4載嘴
c	1吹炊	2才財材	3揣惴	4菜脆
s	1衰腮鰓甩	2	3	4睡賽稅
g	1該賅頦	2	3改	4蓋丐鈣
k	1開	2	3凱楷溉概慨	4
ng	1	2呆	3	4外礙
h	1	2	3海嗨	4害亥
0	1哀	2	3	4愛嬡
#on				
b	1	2	3	4
p	1翻-	2	3	4
f	1歡	2	3緩	4換喚煥宦
v	1	2完	3碗腕豌	4換-
d	1端	2	3短	4斷
t	1斷-	2團糰	3	4斷段鍛緞疃
n	1暖	2暖	3	4
l	1	2	3卵	4亂
z	1專磚鑽-	2	3轉	4鑽
c	1川穿餐閂汆	2傳爨	3喘竄	4串賺傳
s	1酸	2船	3	4蒜
g	1幹乾干竿杆肝	2	3稈趕扞	4幹
k	1	2	3侃	4看
h	1旱	2寒韓鼾	3罕	4汗漢焊捍翰
0	1安鞍銨氨	2	3	4按案桉
#od				
b	5發-	6		
p	5	6		
f	5	6		
v	5	6		
d	5掇	6		
t	5脫	6奪		
n	5	6		
l	5劣	6捋		
z	5撮拙	6嘬		
c	5撮啜	6		
s	5說刷	6		
g	5割葛	6		
k	5	6		
h	5喝渴豁	6轄		
0	5遏	6		
#oŋ				
b	1幫乓	2	3綁榜謗	4
p	1蚌	2旁滂	3	4傍
m	1芒	2亡忘忙虻芒	3莽	4望-
f	1方芳荒慌謊	2防妨房	3仿訪紡晃	4放
v	1汪往	2王黃磺蟥	3枉	4望旺
d	1當噹	2	3黨擋檔	4當
t	1湯	2糖塘唐搪堂	3倘淌躺趟蕩	4燙
n	1	2囊穰瓤	3	4浪-
l	1	2	3	4浪
z	1張莊贓髒樁妝裝章樟彰	2	3掌長	4仗帳賬脹壯葬障瘴漲
c	1昌菖倡娼倉蒼瘡丈	2長床腸場藏	3暢創廠敞杖	4丈量唱撞闖狀藏脏
s	1桑嗓搡霜孀礵商墒上	2常裳嘗	3嗓喪賞上	4上尚
g	1岡剛江缸肛扛	2	3講	4鋼杠降
k	1康	2	3慷	4亢炕抗
h	1糠	2行航杭降	3	4巷項
ng	1昂	2	3	4戇
0	1肮	2	3	4
#og				
b	5剝駁博搏	6梆		
p	5撲樸泊	6鉑薄雹		
m	5幕寞膜募驀漠	6莫		
f	5	6		
v	5沃霍握穫	6鑊		
d	5	6斫		
t	5托讬	6鐸		
n	5	6		
l	5	6洛落樂		
z	5卓桌作酌灼捉著	6		
c	5錯亍齪戳	6昨戳鑿著		
s	5索芍朔塑	6勺		
g	5角覺各閣擱	6咯		
k	5確郝榷	6磕		
h	5殼	6學鶴		
ng	5	6嶽齶愕鱷噩樂		
0	5惡噁	6		
#ua				
g	1瓜呱	2	3寡	4掛卦褂
#uai				
g	1乖	2	3拐拐蛙	4怪
#uan				
g	1關	2	3	4慣
#uad				
g	5括刮	6		
k	5括			
#uaŋ				
g	1桄	2	3礦梗	4
#uen				
g	1	2	3耿炯	4
#ued				
g	5國	6摑啯		
#uo				
g	1拊撾	2	3果裹菓	4過
#uon				
g	1官倌棺觀冠	2	3管館	4貫灌罐冠
k	1寬			
#uoŋ				
g	1光	2	3廣	4逛
g		2狂	3擴	
#uog				
g	5郭廓	6		
#ui				
d	1	2	3	4對兌
t	1推	2	3腿褪蛻	4退
n	1	2	3	4內
l	1屢累鏍	2雷蕾鐳擂	3儡壘	4累類淚
z	1追錐	2	3嘴	4最隊墜醉
c	1崔催摧	2捶棰錘	3	4翠罪淬啐
s	1雖綏荽	2誰隋垂	3水髓	4瑞遂隧碎穗祟
g	1圭閨矽龜規歸巋	2	3鬼詭軌	4桂貴癸鱖季
k	1虧	2奎葵逵魁	3跪潰愧毀	4櫃
ng	1	2危巍	3偽	4魏
#un				
b	1奔錛分-	2	3本	4苯糞
p	1	2盆	3	4噴
m	1蚊燜	2門	3悶	4問
f	1昏婚暈分	2魂渾墳焚餛	3粉忿憤	4混份
v	1溫瘟	2文紋汶	3穩	4
d	1敦墩燉諄	2	3頓屯盹肫噸	4扽
t	1吞	2豚臀囤	3盾遁	4鈍
n	1	2	3	4嫩
l	1	2侖淪輪掄倫崙	3	4論
z	1尊蹲遵	2	3准	4俊駿峻竣圳
c	1春村膥伸	2蹲	3蠢	4寸
s	1孫遜	2存旬荀唇循純蓴醇淳繩巡塍隼	3損筍榫殉	4順舜
g	1	2	3滾	4棍
k	1昆崑琨坤	2	3捆滾	4困
ng	1	2	3	4
#ud				
b	5不	6		
p	5	6勃渤脖		
m	5	6沒歿		
f	5忽㺀窟彿	6佛拂		
v	5囫刎吻	6物勿吻		
d	5	6		
t	5凸突	6突		
n	5	6		
l	5	6		
z	5卒	6		
c	5	6		
s	5率摔蟀戍	6術述秫怵		
g	5骨	6		
k	5	6		
ng	5兀	6		
#uŋ				
b	1	2	3捧棒	4
p	1	2馮篷蓬縫	3	4碰縫
m	1	2蒙濛朦	3懵	4
f	1風楓瘋豐封峰烽蜂鋒	2紅虹洪鴻逢縫	3諷哄烘	4鳳奉
d	1東冬咚	2	3董懂	4凍棟中-
t	1通動-	2同桐銅筒童瞳潼僮	3捅桶統	4洞動痛
n	1農濃膿	2	3	4齈
l	1籠聾	2礱隆窿	3隴攏弄	4弄
z	1宗淙琮中忠鐘盅終舂	2	3種總腫	4種眾中
c	1沖聰匆怱蔥囪窗充重	2蟲叢崇重	3寵塚	4仲銃重
s	1鬆雙	2	3慫㩳	4送宋
g	1工功攻公蚣	2	3拱	4貢汞
k	1空	2	3孔	4控空
#ug				
b	5腹複蔔瀑	6		
p	5僕-	6僕伏-蹼		
m	5木目	6牧睦穆		
f	5福幅蝠複重覆	6服伏袱複		
d	5督篤啄琢涿	6		
t	5	6讀牘獨毒		
n	5	6		
l	5碌祿	6鹿熝		
z	5竹祝築燭囑粥	6		
c	5促濁束觸	6族簇逐軸		
s	5叔淑速縮	6熟		
g	5谷穀	6焗		
k	5哭酷	6		
#m				
0	1	2吾唔毋梧	3	4
#n				
0	1	2你-魚吳	3五伍女	4
